Departamento,Localidad,Nivel Jurisdiccional,Nombre de Institución,CUE-Anexo,Inicial,Primario,Secundario,Superior
ESQUINA,ESQUINA,Consejo General de Educacion,"ESCUELA Nº 53 ""RAMON F. GARCIA""",1800181-00,NO,SI,NO,NO
ESQUINA,ESQUINA,Consejo General de Educacion,"ESCUELA Nº 620 ""EMMA JULIA MULTEDO""",1800199-00,NO,SI,NO,NO
ESQUINA,ESQUINA,Consejo General de Educacion,"ESCUELA Nº 621 ""ELSA ELVIRA PEDEMONTE DE FRATTI""",1800182-00,NO,SI,NO,NO
ESQUINA,ESQUINA,Consejo General de Educacion,"ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 10 ""GDOR. J. FILOMENO VELAZCO""",1800144-00,NO,SI,NO,NO
ESQUINA,ESQUINA,Consejo General de Educacion,J.I.N. Nº 19 - ESCUELA Nº 620,1801603-01,SI,NO,NO,NO
ESQUINA,ESQUINA,Consejo General de Educacion,J.I.N. Nº 19 (SEDE) - ESCUELA Nº 53,1801603-00,SI,NO,NO,NO
ESQUINA,ESQUINA,Consejo General de Educacion,J.I.N. Nº 53 - ESCUELA Nº 279,1801725-01,SI,NO,NO,NO
ESQUINA,ESQUINA,Consejo General de Educacion,J.I.N. Nº 53 - ESCUELA Nº 621,1801725-02,SI,NO,NO,NO
ESQUINA,ESQUINA,Direccion de Educación Tecnico Profesional,"ESCUELA TECNICA ""DR. JUAN RAMON VIDAL""",1800142-00,NO,NO,SI,NO
ESQUINA,ESQUINA,Direccion de Enseñanza Privada,"COLEGIO ""DIVINO SALVADOR"" IP-19",1800147-00,SI,SI,NO,NO
ESQUINA,ESQUINA,Direccion de Enseñanza Privada,INSTITUTO DE LENGUAS FALABELLA I. PROF. 49,1801373-00,NO,NO,NO,NO
ESQUINA,ESQUINA,Direccion de Enseñanza Privada,INSTITUTO DIVINO SALVADOR I-31,1800198-00,NO,NO,SI,SI
ESQUINA,ESQUINA,Direccion de Nivel Secundario,COLEGIO SECUNDARIO EN ESQUINA,1801873-00,NO,NO,SI,NO
ESQUINA,ESQUINA,Direccion de Nivel Secundario,COLEGIO SECUNDARIO EN ESQUINA,1801867-00,NO,NO,SI,NO
ESQUINA,ESQUINA,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS ""DALMA LEMOS DE MANCINI""",1800141-00,NO,NO,SI,NO
ESQUINA,ESQUINA,Direccion de Nivel Secundario,"ESCUELA NORMAL ""JOSE A. FERREIRA""",1800148-00,SI,SI,SI,NO
ESQUINA,ESQUINA,Direccion de Nivel Superior,"INSTITUTO DE FORMACION DOCENTE ""ALFREDO FERREIRA""",1801413-00,NO,NO,NO,SI
ESQUINA,GUAYQUIRARO,Consejo General de Educacion,"ESCUELA Nº 633 ""HECTOR ALBANO BARRIOS""   ",1800094-00,SI,SI,NO,NO
ESQUINA,GUAYQUIRARO,Consejo General de Educacion,"ESCUELA Nº 637 ""DR. JOSE ALFREDO FERREIRA""",1800187-00,SI,SI,NO,NO
ESQUINA,GUAYQUIRARO,Consejo General de Educacion,"ESCUELA Nº 660 ""FACUNDO FERREYRA""",1800090-00,NO,SI,NO,NO
ESQUINA,GUAYQUIRARO,Consejo General de Educacion,J.I.N. Nº 73 - ESC. Nº 170,1801848-01,SI,NO,NO,NO
ESQUINA,GUAYQUIRARO,Consejo General de Educacion,J.I.N. Nº 73 - ESC. Nº 637,1801848-05,SI,NO,NO,NO
ESQUINA,GUAYQUIRARO,Consejo General de Educacion,J.I.N. Nº 73 (SEDE) - ESC. Nº 633,1801848-00,SI,NO,NO,NO
ESQUINA,GUAYQUIRARO,Direccion de Nivel Secundario,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA Nº 637 (COL.SECUNDARIO DE LIBERTADOR),1800191-01,NO,NO,SI,NO
ESQUINA,INGA,Consejo General de Educacion,"ESCUELA Nº 630 ""ARMADA ARGENTINA CAPITAN DE NAVIO DON RAUL F. TORRENT""",1800152-00,NO,SI,NO,NO
ESQUINA,INGA,Consejo General de Educacion,J.I.N. Nº 73 - ESC. Nº 630,1801848-04,SI,NO,NO,NO
ESQUINA,INGA,Direccion de Nivel Secundario,COLEGIO SECUNDARIO (EXT.AULICA QUE FUNCIONA EN LA ESC.Nº 630),1801821-02,NO,NO,SI,NO
ESQUINA,ISLA TALAR,Consejo General de Educacion,ESCUELA Nº 377,1801532-00,SI,SI,NO,NO
ESQUINA,LA DORITA,Consejo General de Educacion,ESCUELA Nº 257,1800149-00,NO,SI,NO,NO
ESQUINA,LA FLORESTA,Consejo General de Educacion,ESCUELA Nº 905,1800201-00,SI,SI,NO,NO
ESQUINA,LA RINCONADA,Consejo General de Educacion,"ESCUELA Nº 168 ""NELIDA SUSANA BOGA""",1800190-00,NO,SI,NO,NO
ESQUINA,LAGUNA ITA,Consejo General de Educacion,ESCUELA Nº 255,1800089-00,NO,SI,NO,NO
ESQUINA,LAGUNA ITA,Consejo General de Educacion,J.I.N. Nº 70 - ESCUELA Nº 255,1801755-02,SI,NO,NO,NO
ESQUINA,LAGUNA LIMPIA,Consejo General de Educacion,ESCUELA Nº 639,1800202-00,SI,SI,NO,NO
ESQUINA,LIBERTADOR,Consejo General de Educacion,"ESCUELA Nº 263 ""ALBA ACOSTA DE POPELKA""",1800088-00,SI,SI,NO,NO
ESQUINA,LIBERTADOR,Consejo General de Educacion,"ESCUELA Nº 405 ""MARIA JOSEFA FERREIRA DE BARRIOS""",1800186-00,NO,SI,NO,NO
ESQUINA,LIBERTADOR,Consejo General de Educacion,J.I.N. Nº 70 - ESCUELA Nº 168,1801755-05,SI,NO,NO,NO
ESQUINA,LIBERTADOR,Consejo General de Educacion,J.I.N. Nº 70 - ESCUELA Nº 769,1801755-01,SI,NO,NO,NO
ESQUINA,LIBERTADOR,Consejo General de Educacion,J.I.N. Nº 70 (SEDE) - ESCUELA Nº 405,1801755-00,SI,NO,NO,NO
ESQUINA,LIBERTADOR,Consejo General de Educacion,J.I.N. Nº 73 - ESC. Nº 263,1801848-02,SI,NO,NO,NO
ESQUINA,LIBERTADOR,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DE LIBERTADOR,1800191-00,NO,NO,SI,NO
ESQUINA,LIBERTADOR,Direccion de Nivel Superior,EXTENSION AULICA EN PUEBLO LIBERTADOR (I.F.D. FERREIRA),1801413-02,NO,NO,NO,SI
ESQUINA,LOS FLOTADORES,Consejo General de Educacion,"ESCUELA Nº 629 ""CAPITAN DE FRAGATA CLIZIO DOMINGO BERTUCCI""",1800205-00,SI,SI,NO,NO
ESQUINA,LOS FLOTADORES,Consejo General de Educacion,J.I.N. Nº 73 - ESC. Nº 629,1801848-03,SI,NO,NO,NO
ESQUINA,MALEZAL,Consejo General de Educacion,ESCUELA Nº 271,1800200-00,SI,SI,NO,NO
ESQUINA,MALEZAL,Consejo General de Educacion,ESCUELA Nº 626,1800203-00,SI,SI,NO,NO
ESQUINA,MALEZAL,Consejo General de Educacion,"ESCUELA Nº 834 ""AGUSTIN P. JUSTO""",1800086-00,NO,SI,NO,NO
ESQUINA,MALVINAS,Consejo General de Educacion,"ESCUELA Nº 465 ""FRANCISCO BOCALANDRO""",1800099-00,SI,SI,NO,NO
ESQUINA,MALVINAS,Consejo General de Educacion,ESCUELA Nº 640,1800097-00,SI,SI,NO,NO
ESQUINA,MALVINAS,Consejo General de Educacion,ESCUELA Nº 641,1800092-00,SI,SI,NO,NO
ESQUINA,MALVINAS,Direccion de Enseñanza Privada,"E.F.A. ""ÑANDE SY LA ITATÍ"" IS-18",1801349-00,NO,NO,SI,NO
ESQUINA,MALVINAS CENTRO,Direccion de Nivel Secundario,COLEGIO SECUNDARIO (EXT.AULICA QUE FUNCIONA EN LA ESC.Nº 640),1801821-01,NO,NO,SI,NO
ESQUINA,MALVINAS SUR,Consejo General de Educacion,"ESCUELA Nº 466 ""ANGEL MARTINEZ""",1800098-00,SI,SI,NO,NO
ESQUINA,PARAJE EL CARMEN,Consejo General de Educacion,"ESCUELA Nº 627 ""REINALDO GREGORIO MARIN""",1800150-00,NO,SI,NO,NO
ESQUINA,PARAJE EL CARMEN,Consejo General de Educacion,J.I.N. Nº 63- ESCUELA Nº 627,1801745-05,SI,NO,NO,NO
ESQUINA,PARAJE EL CARMEN,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DEL PJE. EL CARMEN,1801821-00,NO,NO,SI,NO
ESQUINA,PASO CEJAS,Consejo General de Educacion,"ESCUELA Nº 912 ""HIPOLITO SATURNINO BRUNENGO""",1800087-00,NO,SI,NO,NO
ESQUINA,PASO LALLANA,Consejo General de Educacion,ESCUELA Nº 769,1800192-00,NO,SI,NO,NO
ESQUINA,PICADA AMARA,Consejo General de Educacion,ESCUELA PRIMARIA COMUN Nº 283,1800101-00,NO,SI,NO,NO
ESQUINA,PUESTO LAS CUCHILLAS,Consejo General de Educacion,"ESCUELA Nº 636 ""PEDRO GOMEZ""",1800081-00,NO,SI,NO,NO
ESQUINA,PUESTO LAS CUCHILLAS,Consejo General de Educacion,ESCUELA PRIMARIA Nº 171,1801146-00,SI,SI,NO,NO
ESQUINA,PUESTO LAS CUCHILLAS,Direccion de Nivel Secundario,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA Nº 635 (COL.SECUNDARIO DE LIBERTADOR),1800191-02,NO,NO,SI,NO
ESQUINA,RINCON DE GUAYQUIRARO,Direccion de Enseñanza Privada,E.F.A. GUAYQUIRARO IS- 48,1801572-00,NO,NO,SI,NO
ESQUINA,RINCON DE SARANDI,Consejo General de Educacion,"ESCUELA Nº 527 ""SAN JOSE DE CALASANZ""",1800079-00,NO,SI,NO,NO
ESQUINA,RINCON DE SARANDI,Consejo General de Educacion,J.I.N. Nº 70 - ESCUELA Nº 527,1801755-04,SI,NO,NO,NO
ESQUINA,RINCON DE SARANDI,Direccion de Nivel Secundario,EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA Nº 527 (COL.SECUNDARIO DE LIBERTADOR),1800191-03,NO,NO,SI,NO
ESQUINA,SAN ANTONIO,Consejo General de Educacion,"ESCUELA Nº 638 ""25 DE MAYO""",1800082-00,SI,SI,NO,NO
ESQUINA,SAN FERNANDO,Consejo General de Educacion,"ESCUELA Nº 434 ""PROF. ANTONIO FLEITAS""",1800153-00,SI,SI,NO,NO
ESQUINA,SAN FERNANDO,Consejo General de Educacion,J.I.N. Nº 63 - ESCUELA Nº 235,1801745-03,SI,NO,NO,NO
ESQUINA,SANTA CATALINA,Consejo General de Educacion,"ESCUELA Nº 166 ""DOCENTES CORRENTINOS""",1800106-00,NO,SI,NO,NO
ESQUINA,SANTA CATALINA,Consejo General de Educacion,J.I.N. Nº 63 (SEDE) - ESCUELA Nº 166,1801745-00,SI,NO,NO,NO
ESQUINA,SANTA LIBRADA,Consejo General de Educacion,"ESCUELA Nº 632 ""JULIA MILESSI DE BAEZ""",1800151-00,NO,SI,NO,NO
ESQUINA,SANTA LIBRADA,Consejo General de Educacion,J.I.N. Nº 63 - ESCUELA Nº 632,1801745-02,SI,NO,NO,NO
ESQUINA,SANTA MARIA,Consejo General de Educacion,"ESCUELA Nº 635 ""SANTA MARIA""",1800080-00,SI,SI,NO,NO
ESQUINA,SANTO DOMINGO,Consejo General de Educacion,"ESCUELA Nº 700 ""BLANCA JUANA ADA ALMIRON""",1800108-00,SI,SI,NO,NO
ESQUINA,SARANDI,Consejo General de Educacion,ESCUELA Nº 714,1800204-00,SI,SI,NO,NO
ESQUINA,TRANQUERA CADENA,Consejo General de Educacion,ESCUELA Nº 625,1800104-00,NO,SI,NO,NO
ESQUINA,TRANQUERA CADENA,Consejo General de Educacion,J.I.N.Nº 63- ESCUELA Nº 625,1801745-04,SI,NO,NO,NO
ESQUINA,TRES MOJONES,Consejo General de Educacion,"ESCUELA Nº 169 ""JOSE ALFREDO FERREYRA""",1800189-00,NO,SI,NO,NO
ESQUINA,VILLA ROSA,Consejo General de Educacion,ESCUELA Nº 170,1800188-00,SI,SI,NO,NO
GENERAL ALVEAR,ARROYO MENDEZ,Consejo General de Educacion,"ESCUELA Nº 556 ""EJERCITO ARGENTINO""",1800217-00,NO,SI,NO,NO
GENERAL ALVEAR,ARROYO MENDEZ,Direccion de Educación Tecnico Profesional,"ESCUELA AGROTECNICA""JOSE M. MALFUSSI""",1801108-00,NO,NO,SI,NO
GENERAL ALVEAR,ESTACION TORRENT,Consejo General de Educacion,ESCUELA PRIMARIA Nº 686,1801188-00,SI,SI,NO,NO
GENERAL ALVEAR,ESTACION TORRENT,Direccion de Nivel Secundario,"EXTENSION AULICA QUE FUNCIONA EN LA ESCUELA Nº 686 (COL.SEC.""DR.MAMERTO ACUÑA)",1800294-02,NO,NO,SI,NO
GENERAL ALVEAR,GENERAL ALVEAR,Consejo General de Educacion,ESCUELA DE EDUCACION ESPECIAL Nº 18,1800295-00,SI,SI,NO,NO
GENERAL ALVEAR,GENERAL ALVEAR,Consejo General de Educacion,"ESCUELA Nº 123 ""JOSE CARMELO BELMONT """,1800291-00,NO,SI,NO,NO
GENERAL ALVEAR,GENERAL ALVEAR,Consejo General de Educacion,"ESCUELA Nº 184 ""ELADIO HIDALGO""",1800296-00,NO,SI,NO,NO
GENERAL ALVEAR,GENERAL ALVEAR,Consejo General de Educacion,"ESCUELA Nº 226 "" LUISA CUARETA""",1800293-00,NO,SI,NO,NO
GENERAL ALVEAR,GENERAL ALVEAR,Consejo General de Educacion,"ESCUELA Nº 479 ""CARLOS MARIA DE ALVEAR """,1800292-00,NO,SI,NO,NO
GENERAL ALVEAR,GENERAL ALVEAR,Consejo General de Educacion,"ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 11 ""DR.MIGUEL SUSSINI""",1800216-00,NO,SI,NO,NO
GENERAL ALVEAR,GENERAL ALVEAR,Consejo General de Educacion,J.I.N. Nº 35 - ESCUELA Nº 123,1801604-01,SI,NO,NO,NO
GENERAL ALVEAR,GENERAL ALVEAR,Consejo General de Educacion,J.I.N. Nº 35 - ESCUELA Nº 184,1801604-02,SI,NO,NO,NO
GENERAL ALVEAR,GENERAL ALVEAR,Consejo General de Educacion,J.I.N. Nº 35 - ESCUELA Nº 226,1801604-03,SI,NO,NO,NO
GENERAL ALVEAR,GENERAL ALVEAR,Consejo General de Educacion,J.I.N. Nº 35 (SEDE),1801604-00,SI,NO,NO,NO
GENERAL ALVEAR,GENERAL ALVEAR,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""DR MAMERTO ACUÑA""  ",1800294-00,NO,NO,SI,NO
GENERAL ALVEAR,GENERAL ALVEAR,Direccion de Nivel Secundario,COLEGIO SECUNDARIO PARA ADOLESCENTES Y ADULTOS (ALVEAR),1801775-00,NO,NO,SI,NO
GENERAL ALVEAR,GENERAL ALVEAR,Direccion de Nivel Superior,INSTITUTO SUPERIOR DE FORMACION DOCENTE EN GRAL.ALVEAR,1801764-00,NO,NO,NO,SI
GENERAL ALVEAR,LAS PALMITAS,Consejo General de Educacion,"ESCUELA Nº 674 ""ALCIDES CABRAL""",1800215-00,NO,SI,NO,NO
GENERAL ALVEAR,PANCHO CUE,Consejo General de Educacion,"ESCUELA Nº 602 ""GENDARMERIA NACIONAL""",1800335-00,NO,SI,NO,NO
GENERAL ALVEAR,PANCHO CUE,Consejo General de Educacion,"ESCUELA Nº 777 ""SAN ANTONIO DE PADUA""",1801107-00,SI,SI,NO,NO
GENERAL ALVEAR,PANCHO CUE,Consejo General de Educacion,J.I.N. Nº 35 - ESCUELA Nº 602,1801604-04,SI,NO,NO,NO
GENERAL ALVEAR,PANCHO CUE,Direccion de Nivel Secundario,"ANEXO COLEGIO SECUNDARIO ""DR. MAMERTO ACUÑA""  (ESC.602 RURAL)",1800294-01,NO,NO,SI,NO
GENERAL ALVEAR,PASO ITU,Consejo General de Educacion,ESCUELA PRIMARIA Nº 124,1801105-00,SI,SI,NO,NO
GENERAL ALVEAR,PIRAYU,Consejo General de Educacion,"ESCUELA Nº 236 ""CESAR RODOLFO TELECHEA""",1801106-00,NO,SI,NO,NO
GENERAL ALVEAR,SANTA ROSA,Consejo General de Educacion,"ESCUELA Nº 185 ""ERNESTO RODOLFO MEYER""",1801189-00,NO,SI,NO,NO
GENERAL PAZ,ANGOSTURA,Consejo General de Educacion,ESCUELA Nº 59,1800621-00,SI,SI,NO,NO
GENERAL PAZ,ARERUNGUA,Consejo General de Educacion,J.I.N. Nº 31 - ESCUELA Nº 493,1801605-03,SI,NO,NO,NO
GENERAL PAZ,BUENA VISTA,Consejo General de Educacion,ESCUELA Nº 62,1800694-00,SI,SI,NO,NO
GENERAL PAZ,CAA CATI,Consejo General de Educacion,"ESCUELA ESPECIAL Nº 23 ""JESUS DE LA MISERICORDIA""",1800048-00,NO,SI,NO,NO
GENERAL PAZ,CAA CATI,Consejo General de Educacion,"ESCUELA Nº 54 ""CONRADO ROMERO""",1800123-00,NO,SI,NO,NO
GENERAL PAZ,CAA CATI,Consejo General de Educacion,"ESCUELA PRIMARIA PARA ADOLESCENTES Y ADULTOS Nº 33 ""GDOR. B. GONZALEZ""",1800053-00,NO,SI,NO,NO
GENERAL PAZ,CAA CATI,Consejo General de Educacion,J.I.N. Nº 6 (SEDE),1801316-00,SI,NO,NO,NO
GENERAL PAZ,CAA CATI,Direccion de Nivel Secundario,CENTRO DE FORMACION PROFESIONAL CAA CATI,1801290-00,NO,NO,SI,NO
GENERAL PAZ,CAA CATI,Direccion de Nivel Secundario,"ESCUELA NORMAL ""ALMIRANTE GUILLERMO BROWN""",1800054-00,SI,SI,SI,NO
GENERAL PAZ,CAA CATI,Direccion de Nivel Secundario,"EXT.AULICA DE ADULTOS ( ESCUELA NORMAL ""ALMIRANTE GUILLERMO BROWN"")",1800054-01,NO,NO,SI,NO
GENERAL PAZ,CAA CATI,Direccion de Nivel Superior,INSTITUTO SUPERIOR DE FORMACION DOCENTE EN CAÁ CATÍ,1801765-00,NO,NO,NO,SI
GENERAL PAZ,CAPILLITA,Consejo General de Educacion,"ESCUELA Nº 488 ""CARLOS JULIO MAURIÑO""",1800046-00,NO,SI,NO,NO
GENERAL PAZ,CAPILLITA,Consejo General de Educacion,ESCUELA Nº 61,1800122-00,SI,SI,NO,NO
GENERAL PAZ,CAPILLITA,Consejo General de Educacion,"J.I.N. Nº  6 - ESCUELA Nº 488 ""CARLOS JULIO MAURIÑO""",1801316-04,SI,NO,NO,NO
GENERAL PAZ,CERRITO,Consejo General de Educacion,"ESCUELA Nº 492 ""ROGELIO BLANCO""",1800043-00,NO,SI,NO,NO
GENERAL PAZ,CERRITO,Direccion de Nivel Secundario,COLEGIO SECUNDARIO DEL PJE. CERRITO,1801847-00,NO,NO,SI,NO
GENERAL PAZ,COLONIA SAN MARTIN,Consejo General de Educacion,"ESCUELA Nº 489 ""IRENE NIELLA DE GORDIOLA""",1800620-00,NO,SI,NO,NO
GENERAL PAZ,COLONIA SAN MARTIN,Consejo General de Educacion,J.I.N. Nº  6 - ESCUELA Nº 489,1801316-05,SI,NO,NO,NO
GENERAL PAZ,COSTA DE SANTA LUCIA,Consejo General de Educacion,"ESCUELA Nº 749 ""GERVASIO BLANCO""",1800038-00,SI,SI,NO,NO
GENERAL PAZ,COSTA SUD MALOYAS,Consejo General de Educacion,ESCUELA Nº 743,1800508-00,SI,SI,NO,NO
GENERAL PAZ,EL ZAPALLO,Consejo General de Educacion,ESCUELA Nº 60,1800042-00,SI,SI,NO,NO
GENERAL PAZ,EL ZAPALLO,Consejo General de Educacion,"ESCUELA Nº 744 ""IRENE ROMERO""",1800034-00,NO,SI,NO,NO
GENERAL PAZ,EL ZAPALLO,Consejo General de Educacion,J.I.N. Nº 72 - ESCUELA Nº 744,1801781-02,SI,NO,NO,NO
GENERAL PAZ,ESTAFETA LOS VENCES,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""GRAL.JOSE FRANCISCO DE SAN MARTIN (EXT. AULICA QUE FUNCIONA EN LA ESC.Nº 695)",1800663-02,NO,NO,SI,NO
GENERAL PAZ,FERNANDEZ,Consejo General de Educacion,ESCUELA Nº 56,1800044-00,SI,SI,NO,NO
GENERAL PAZ,FERNANDEZ,Direccion de Nivel Secundario,"ANEXO COLEGIO SECUNDARIO ""JOSE SILVIO COSTA"" (ESC.56 RURAL)",1800121-01,NO,NO,SI,NO
GENERAL PAZ,FRONTERA,Consejo General de Educacion,"ESCUELA Nº 494 "" CORONEL ANICETO MONZON""",1800037-00,SI,SI,NO,NO
GENERAL PAZ,GENERAL PAZ,Consejo General de Educacion,CENTRO DE TERMINALIDAD Nº 39,1801705-39,NO,SI,SI,NO
GENERAL PAZ,GENERAL PAZ,Consejo General de Educacion,J.I.N. Nº 72 - ESCUELA Nº 697,1801781-06,SI,NO,NO,NO
GENERAL PAZ,ITA IBATE,Consejo General de Educacion,"ESCUELA Nº 189 ""SAN JOSE DE CALASANZ""",1800664-00,NO,SI,NO,NO
GENERAL PAZ,ITA IBATE,Consejo General de Educacion,"ESCUELA Nº 493 ""JOSE RONDEAU""",1800622-00,NO,SI,NO,NO
GENERAL PAZ,ITA IBATE,Consejo General de Educacion,ESCUELA PARA ADOLESCENTES Y ADULTOS Nº 73,1801636-00,NO,SI,NO,NO
GENERAL PAZ,ITA IBATE,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 328 ""JOSE MARIA DURAN""",1800506-00,NO,SI,NO,NO
GENERAL PAZ,ITA IBATE,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 415 ""CNEL. MARTIN J. THOMPSON""",1800505-00,NO,SI,NO,NO
GENERAL PAZ,ITA IBATE,Consejo General de Educacion,J.I.N. Nº 31 - ESCUELA Nº 189,1801605-01,SI,NO,NO,NO
GENERAL PAZ,ITA IBATE,Consejo General de Educacion,J.I.N. Nº 31 - ESCUELA Nº 328,1801605-02,SI,NO,NO,NO
GENERAL PAZ,ITA IBATE,Consejo General de Educacion,"J.I.N. Nº 31 ""MIS PRIMEROS PASOS"" (SEDE) - ESCUELA Nº 415",1801605-00,SI,NO,NO,NO
GENERAL PAZ,ITA IBATE,Direccion de Educación Tecnico Profesional,ESCUELA AGROTECNICA DE ARERUNGUA,1801693-00,NO,NO,SI,NO
GENERAL PAZ,ITA IBATE,Direccion de Educación Tecnico Profesional,ESCUELA TECNICA DE ITA IBATE,1801695-00,NO,NO,SI,NO
GENERAL PAZ,ITA IBATE,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""JULIA J. LOPEZ DE PEREZ""",1800050-00,NO,NO,SI,NO
GENERAL PAZ,ITA IBATE,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""JULIA J. LOPEZ DE PEREZ""  (EXT.AULICA  DE ADULTOS EN ITA IBATE)",1800050-04,NO,NO,SI,NO
GENERAL PAZ,ITA IBATE,Direccion de Nivel Superior,"EXTENSION AULICA EN ITA IBATE (I.S.F.D. ""MARTIN MIGUEL DE GÜEMES"")",1801778-01,NO,NO,NO,SI
GENERAL PAZ,ITA IBATE,Direccion de Nivel Superior,SUBSEDE ITÁ IBATÉ (I.S.F.T. ISLAS MALVINAS),1801650-04,NO,NO,NO,SI
GENERAL PAZ,LOMA ALTA,Consejo General de Educacion,ESCUELA Nº 697,1800045-00,NO,SI,NO,NO
GENERAL PAZ,LOMAS DE VALLEJOS,Consejo General de Educacion,"ESCUELA Nº 802 ""ELVIRA SIXTA PEREZ DE JAIME""",1800507-00,NO,SI,NO,NO
GENERAL PAZ,LOMAS DE VALLEJOS,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""GRAL. JOSE F. DE SAN MARTIN""   ",1800663-00,NO,NO,SI,NO
GENERAL PAZ,LOMAS DE VALLEJOS,Direccion de Nivel Superior,SUBSEDE LOMAS DE VALLEJOS (I.S.F.D. EN CAA CATI),1801765-04,NO,NO,NO,SI
GENERAL PAZ,LOMAS DE VALLEJOS (RURAL),Consejo General de Educacion,J.I.N. Nº 72 (SEDE) - ESCUELA Nº 802,1801781-00,SI,NO,NO,NO
GENERAL PAZ,LOS VENCES,Consejo General de Educacion,ESCUELA Nº 695,1800579-00,SI,SI,NO,NO
GENERAL PAZ,MALOYITAS,Consejo General de Educacion,ESCUELA Nº 740,1800578-00,SI,SI,NO,NO
GENERAL PAZ,PALMAR GRANDE,Consejo General de Educacion,"ESCUELA Nº 414 ""PTE. HIPOLITO IRIGOYEN""",1800036-00,NO,SI,NO,NO
GENERAL PAZ,PALMAR GRANDE,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""JOSE SILVIO COSTA""",1800121-00,NO,NO,SI,NO
GENERAL PAZ,PALMAR GRANDE,Direccion de Nivel Superior,SUBSEDE EN PALMAR GRANDE (I.S.F.D EN CAÁ CATÍ),1801765-03,NO,NO,NO,SI
GENERAL PAZ,PALMAR GRANDE (RURAL),Consejo General de Educacion,J.I.N. Nº 72 - ESCUELA Nº 414,1801781-03,SI,NO,NO,NO
GENERAL PAZ,PALMAR GRANDE (RURAL),Consejo General de Educacion,J.I.N. Nº 72 - ESCUELA Nº 492,1801781-01,SI,NO,NO,NO
GENERAL PAZ,PALMAR GRANDE (RURAL),Consejo General de Educacion,J.I.N. Nº 72 - ESCUELA Nº 848,1801781-05,SI,NO,NO,NO
GENERAL PAZ,PASO FLORENTIN,Consejo General de Educacion,ESCUELA Nº 55,1800047-00,NO,SI,NO,NO
GENERAL PAZ,PASO FLORENTIN,Consejo General de Educacion,J.I.N. Nº  6 - ESCUELA Nº 55,1801316-01,SI,NO,NO,NO
GENERAL PAZ,PUISOYE,Consejo General de Educacion,ESCUELA Nº 848,1800040-00,SI,SI,NO,NO
GENERAL PAZ,RINCON DE VENCES,Consejo General de Educacion,ESCUELA Nº 221,1800613-00,SI,SI,NO,NO
GENERAL PAZ,RINCON DE ZALAZAR,Consejo General de Educacion,"ESCUELA Nº 878 ""LUIS ZALAZAR""",1800509-00,SI,SI,NO,NO
GENERAL PAZ,TACUARA CARENDY,Consejo General de Educacion,"ESCUELA Nº 804 ""JOSEFINA BLANCO DE ROMERO QUESADA""",1800615-00,NO,SI,NO,NO
GENERAL PAZ,TACUARA CARENDY,Consejo General de Educacion,J.I.N. Nº 6 -ESCUELAN º 804,1801316-13,SI,NO,NO,NO
GENERAL PAZ,TACUARA CARENDY,Direccion de Nivel Secundario,"COLEGIO SECUNDARIO ""JULIA J. LOPEZ DE PEREZ"" (EXT.AULICA QUE FUNCIONA EN LA ESC.Nº 804)",1800050-03,NO,NO,SI,NO
GENERAL PAZ,TACUARAL,Consejo General de Educacion,"ESCUELA Nº 490 ""MARCELINO A.ELIZONDO""",1800039-00,SI,SI,NO,NO
GENERAL PAZ,TACUARAL,Direccion de Nivel Secundario,"EXT.AULICA COLEGIO SECUNDARIO ""JOSE SILVIO COSTA"" (ESC.490)",1800121-03,NO,NO,SI,NO
GENERAL PAZ,TALATY,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 696 ""AVELINA SENA DE GOMEZ""",1800052-00,NO,SI,NO,NO
GENERAL PAZ,TALATY,Consejo General de Educacion,J.I.N. Nº 6 - ESCUELA Nº 696,1801316-12,SI,NO,NO,NO
GENERAL PAZ,VILLA SAN RAMON,Consejo General de Educacion,ESCUELA Nº 58,1800619-00,NO,SI,NO,NO
GENERAL PAZ,VILLA SAN RAMON,Consejo General de Educacion,J.I.N. Nº  6 - ESCUELA Nº 58,1801316-11,SI,NO,NO,NO
GENERAL PAZ,VILLANUEVA,Consejo General de Educacion,ESCUELA Nº 739,1800616-00,NO,SI,NO,NO
GOYA,ALAMOS,Consejo General de Educacion,"ESCUELA PRIMARIA Nº 541 ""LORENZO ZARANTONELLI""",1800884-00,SI,SI,NO,NO
